,0
2672,-4.897704268749294
2673,-77.50105453374007
2674,32.626103638423615
2675,-68.47960671281669
2676,74.84198632135461
2677,92.17088967267064
2678,-3.8383286297577577
2679,-38.68568027088736
2680,57.88531728416064
2681,-18.355367267341414
2682,-31.699728149848696
2683,47.75891871405557
2684,100.25324779403158
2685,-1.9360666830950048
2686,-202.8894529187265
2687,-4.9664991507857295
2688,-5.73533378871379
2689,-27.770657448673564
2690,37.68989835652653
2691,64.81471308585577
2692,21.421556226710315
2693,-36.92398326814096
2694,-11.129697226179466
2695,28.577966384507555
2696,-37.75357710858596
2697,-65.35885355373509
2698,63.636929495969426
2699,-48.012169144016454
2700,-94.97473697354899
2701,43.998098537699505
2702,46.148845741943
2703,1.444902609777568
2704,-69.20847069921827
2705,-53.741885865080974
2706,62.33434357325153
2707,118.01560049744984
2708,-50.86168933094361
2709,17.907596483066484
2710,85.23831480539036
2711,1.403896201065007
2712,-78.53022650652593
2713,-119.61559453612618
2714,49.57117759234503
2715,40.096349306300475
2716,-61.35727844443953
2717,-15.998442224529006
2718,7.897425816715022
2719,23.7995322918978
2720,58.565015545652514
2721,-45.74534186883372
2722,-109.47046547900493
2723,51.757355686051845
2724,36.98129936493935
2725,-59.04100439072897
2726,-1.7345430194739286
2727,-38.47100831346782
2728,23.194923362336567
2729,138.29155181234694
2730,52.74450056073675
2731,17.42024178694771
2732,7.694534426722925
2733,-11.977553899232438
2734,20.071919212857992
2735,33.75473843881829
2736,-54.23379978901947
2737,-39.450961863312145
2738,77.1664815901129
2739,47.416902962641494
2740,0.03788446037318671
2741,13.314412815806046
2742,81.01735348056724
2743,-43.55392318752203
2744,-82.35820041127742
2745,-23.26710673155437
2746,59.25672583745957
2747,53.085176217229375
2748,11.860412298330381
2749,58.05104226212086
2750,-30.818429379457697
2751,55.11426777737102
2752,46.00324924589712
2753,98.13545779021324
2754,135.33298038342238
2755,61.12287260923936
2756,-99.12082349875149
2757,-47.75832584238262
2758,64.71575300074923
2759,32.27206873081637
2760,12.740874065646576
2761,-44.842098869626945
2762,65.50258523062416
2763,65.93763996898099
2764,27.06480064021543
2765,74.55386611170425
2766,60.83443107593192
2767,-7.128353973674381
2768,13.247266341443328
2769,92.30010977824757
2770,20.806461885653
2771,49.700048520619575
2772,-33.775161600406044
2773,80.69322530552687
2774,-6.6251790521864855
2775,-20.661701887479694
2776,10.070567461552077
2777,55.58999359615085
2778,31.12209705779845
2779,20.169919314231706
2780,-32.638648894938434
2781,27.241548465328016
2782,-2.3558575715083876
2783,-97.79410321523494
2784,25.351883953356268
2785,79.49911909485608
2786,26.226501853967406
2787,-93.34229644134496
2788,6.197913790587517
2789,-48.14321632343899
2790,-2.423827290482752
2791,-5.61864455459591
2792,-19.2932022817741
2793,39.942500050667704
2794,22.926379485285054
2795,0.8292759096022557
2796,-39.7293622241763
2797,-13.955987875278012
2798,-57.72353028643596
2799,-0.29029047149227516
2800,64.95829839862832
2801,-22.386287218658055
2802,-46.14787196325642
2803,-40.60541340943371
2804,-5.062723843447484
2805,28.339031102530868
2806,27.56490335072632
2807,11.548025349822375
2808,-6.540959957749953
2809,2.332252027613389
2810,26.69514439952171
2811,-0.9160595302647562
2812,-34.54382407935014
2813,9.01478192430767
2814,15.04118159889209
2815,-0.788311962462025
2816,-12.603697132970401
2817,-24.720236019823936
2818,23.180311417149635
2819,-5.096454678446932
2820,-34.210537439888775
2821,-63.792408357680564
2822,-14.756289836613377
2823,-3.9570797676178593
2824,-19.757165081714977
2825,-30.1400464321708
2826,-16.03575088416256
2827,-40.569110851404844
2828,-3.6621023777862582
2829,-19.05244494278367
2830,-30.668777492443354
2831,-8.642616718487341
2832,3.0228889615683365
2833,2.676735411038241
2834,14.680688801011954
2835,22.345621602419648
2836,-7.0703549678217374
2837,-49.62107087132766
2838,-15.116214114596886
2839,-24.794468039142416
2840,-32.0851804522088
2841,-0.15776189129536888
2842,-23.276092795507537
2843,-0.30739245089938017
2844,-13.266178133510834
2845,-1.9384409320343927
2846,-6.64636885275916
2847,-29.70285534650171
2848,-1.3987615957331787
2849,11.268430754548561
2850,-5.5404374515179065
2851,-6.267471759178761
2852,-31.084836294496196
2853,3.227105341114855
2854,-12.653066010442055
2855,-49.79525012945503
2856,-36.88752341926345
2857,-24.899532621838237
2858,-16.353237671005743
2859,-19.87922018340973
2860,-24.97852559324903
2861,-19.819487950828304
2862,-4.668049142404433
2863,24.382122516387565
2864,5.3426619010056315
2865,-4.21974504373706
2866,11.018514751072669
2867,-22.021462818536783
2868,-9.783735333991167
2869,-24.71487279373776
2870,-7.006101870635344
2871,-13.913649519678463
2872,-9.45761395687881
2873,22.061479039565207
2874,39.708491479773784
2875,8.976273542587206
2876,-20.203694286393112
2877,-8.120313705535859
2878,16.824789361678548
2879,12.930357467553867
2880,-7.273722005243879
2881,-31.946670544296435
2882,-25.80546270580962
2883,1.5285894141507712
2884,-2.3142931573440593
2885,20.903783169195222
2886,6.568473549531921
2887,-5.843073175636478
2888,11.02693882172019
2889,10.511267081500591
2890,15.069651980715644
2891,6.530870946800155
2892,0.8788568443177791
2893,8.412650586730043
2894,-5.153864109259167
2895,-4.055555065745146
2896,11.05939623600934
2897,19.22770102447506
2898,25.415481348449383
2899,18.141878161054386
2900,28.160525392065956
2901,9.693444436633847
2902,6.881682734035637
2903,2.150797003602058
2904,17.416229940853924
2905,16.546961804922205
2906,8.243951605218893
2907,23.690783099828938
2908,23.915880950596787
2909,31.456694320026678
2910,25.047282441878565
2911,6.690912626468387
2912,14.422171802286789
2913,-23.808042695098557
2914,1.8842104812350726
2915,22.862562493164525
2916,-1.4158403829810524
2917,-22.568847589349325
2918,-31.97245341361858
2919,-25.280820607794894
2920,8.463963125548688
2921,14.341472933720066
2922,3.227073513100704
2923,30.02209129730376
2924,-12.988822164011225
2925,-17.324940170502714
2926,21.183991332700195
2927,16.9127967535843
2928,-0.037474037346418854
2929,-1.8271400792516599
2930,-18.784201530899395
2931,-21.392433185640886
2932,-15.946930088039549
2933,19.192212120503058
2934,7.955164812055157
2935,-20.301931331457045
2936,-10.35558973069002
2937,-6.243465974833418
2938,7.115865560155132
2939,-5.331232863133987
2940,-9.841707985126236
2941,23.14323715088804
2942,16.260908756437235
2943,25.415334500526285
2944,23.81258388239995
2945,22.89453898372958
2946,32.66351041197198
2947,39.47448013627164
2948,-9.914904660204408
2949,5.323857485263444
2950,-1.961122670720691
2951,-20.456123574950844
2952,-0.543904053490543
2953,36.34848824479306
2954,10.667814362425249
2955,-20.12991443599291
2956,-15.315263759405706
2957,3.7198469916053467
2958,4.026143598139351
2959,-10.40990286837515
2960,8.855930343912537
2961,14.287945598283951
2962,13.613854188419063
2963,19.730465865337262
2964,29.429980778315826
2965,57.645058068675525
2966,11.469115847331656
2967,18.508046335451287
2968,17.54660183862533
2969,-14.142878232342307
2970,-32.125550266326414
2971,-18.029207007835478
2972,-18.4275042909624
2973,-29.005780574656107
2974,-19.935071641485496
2975,-18.382913449332015
2976,-10.692648744919108
2977,-18.4984605645171
2978,-19.26338975505403
2979,1.401729559387436
2980,-7.596749368481116
2981,-5.4625886495854825
2982,20.064838952068808
2983,29.95236678511856
2984,6.766250846792664
2985,12.132265318482592
2986,21.740712534361162
2987,11.932437731677165
2988,23.122878158511526
2989,42.552078111452374
2990,29.306512617188105
2991,16.573495867165423
2992,8.552025702793358
2993,-29.386082156736997
2994,-73.04739951662897
2995,-32.7696848606531
2996,-7.353193002500897
2997,-1.352412555958404
2998,36.3105117214745
2999,41.45305326347208
3000,3.5471420215269607
3001,5.149369366489025
3002,0.18787012003432402
3003,-40.997764301681784
3004,-30.008415211674425
3005,-38.539361357700884
3006,8.332997366328765
3007,12.59476389624577
3008,-9.442476500728782
3009,-27.855327650636948
3010,12.710743094135706
3011,0.5276323621223398
3012,-35.57052606615355
3013,-47.71923121135345
3014,-10.352263779066732
3015,-4.0071070231925106
3016,-16.968146928220616
3017,-4.405606527521016
3018,-3.0960792317498615
3019,-19.207717138916536
3020,-25.98895516605309
3021,-21.7425369330292
3022,-10.282062338996852
3023,-10.634873848617566
3024,-11.713249329740318
3025,19.419011110724217
3026,2.3141818804933276
3027,-48.9701289974019
3028,-37.98580513542792
3029,-35.87884788242508
3030,-23.653017814576234
3031,-19.981505062816613
3032,2.4983979942980277
3033,2.2658473703580624
3034,-4.032710388826748
3035,-9.812290386630151
3036,15.061235592179262
3037,6.020232248354421
3038,-27.238445219335077
3039,-13.343839166162432
3040,8.794396749302969
3041,25.22460196814202
3042,34.84135941717608
3043,-11.296247650939925
3044,-17.947231375207174
3045,8.996285602234488
3046,-6.0905095174390995
3047,-15.721357716449383
3048,-33.66840325094212
3049,-14.452419892525562
3050,-4.143972332282662
3051,29.018600658375526
3052,-6.94504269982703
3053,-2.1909516138276115
3054,13.25393629898989
3055,-15.371680901650391
3056,-29.04947994317714
3057,10.677575785381812
3058,51.632278349201286
3059,8.879462033745936
3060,-3.705709055009736
3061,13.785564010258547
3062,-21.542617437088943
3063,-4.89648218826251
3064,-0.10183865324027508
3065,-22.02665783880345
3066,-21.78067713999254
3067,9.262632172296172
3068,-23.593844181263314
3069,-27.81762176240661
3070,-9.395525323434942
3071,-26.358061280823286
3072,-10.453650721338633
3073,14.819768419296256
3074,20.528905914461326
3075,43.79465289471843
3076,69.81640000809978
3077,34.295848380583436
3078,11.881514917530449
3079,24.72194953254087
3080,-3.9333892142336833
3081,-9.565624310531533
3082,-15.188721955760036
3083,-10.314273448468931
3084,-32.42672706753954
3085,-18.771356846016225
3086,2.989033198097001
3087,16.84321779582705
3088,9.368700234354783
3089,44.63447157158048
3090,29.41254159227453
3091,2.6348722660179913
3092,-6.793276515433319
3093,-30.37092582829044
3094,-24.849855315574537
3095,-4.720533104814393
3096,-9.708125048879708
3097,6.586723820751891
3098,-0.12249184696113957
3099,-11.359558979526867
3100,-15.553014084366172
3101,-5.4317566595552975
3102,-16.421666757560867
3103,-21.286203870352896
3104,-24.50482269071111
3105,2.255465819821575
3106,9.42772440865225
3107,8.344261278476825
3108,-21.741130780670495
3109,-8.696607144750496
3110,-13.40668018023893
3111,-8.340315401271852
3112,10.415709501730152
3113,29.219027205685023
3114,12.997171220453783
3115,26.062546057844408
3116,27.115086092349642
3117,10.508542605544552
3118,33.69133759504014
3119,30.65659930324074
3120,2.64308777423863
3121,7.078550210286876
3122,11.179353186748562
3123,-2.7693222139345743
3124,3.0213981161250247
3125,1.0494290995607516
3126,17.005156971441966
3127,15.044690184393065
3128,5.191429201057384
3129,7.961064482817308
3130,9.97210214369493
3131,-13.886699528336468
3132,-28.81920951451337
3133,-55.733561849790206
3134,-12.612893235740003
3135,-2.9147360084512037
3136,-18.51650213503144
3137,-16.4116990714769
3138,-14.897782904267736
3139,-15.397053617255693
3140,11.913361923046878
3141,50.950039232953905
3142,6.984786500804052
3143,9.12734648512967
3144,9.628254615554397
3145,2.6864413303365335
3146,3.76154932874155
3147,18.162871071453964
3148,9.295495331080254
3149,6.8902752666480085
3150,3.6648924304115393
3151,-0.17879840671762937
3152,1.424666078829409
3153,-19.84191090955899
3154,-17.274491516558147
3155,-11.530874356628061
3156,14.018167173611843
3157,-16.993611607891552
3158,-27.977497082433793
3159,-26.193081870710536
3160,-30.47054374926342
3161,-29.97751074943611
3162,-12.453216992587297
3163,-17.333832186200507
3164,-21.433518841222593
3165,-7.834177560136621
3166,-6.220002765822382
3167,-7.200309237511201
3168,-14.061133581947416
3169,9.179698885462795
3170,8.85578507727973
3171,-4.0544116871597815
3172,7.789702658123343
3173,-1.6970129516252213
3174,7.908609014371084
3175,18.073965103034478
3176,7.865926460467616
3177,-0.45530306586652713
3178,6.378375086239864
3179,23.28790234351373
3180,34.002442369324434
3181,32.329606482385714
3182,28.263759109960958
3183,2.243316526969796
3184,-1.5226551845412963
3185,13.344117050571706
3186,-12.658441978484138
3187,-24.44705065188227
3188,-2.1702300036270312
3189,2.0608362562382645
3190,4.986053636827053
3191,6.215851931432053
3192,-11.494194919097975
3193,-21.20191731932303
3194,-9.51487914773972
3195,41.63480150690392
3196,33.434208705749604
3197,4.499295395819017
3198,18.319573588936645
3199,5.296380288586868
3200,18.091629255753396
3201,24.115374206084866
3202,30.759899571965388
3203,6.610415821151381
3204,-7.33382668108333
3205,-8.445828038379203
3206,14.581513587543895
3207,-4.690333706623749
3208,10.396821479465931
3209,31.104170000903245
3210,26.568150207997835
3211,33.69431301335215
3212,20.850749712666524
3213,14.732092186184438
3214,-18.311332222781502
3215,-0.5722277429187432
3216,50.00119698117002
3217,-14.988233985770595
3218,-31.72963644983924
3219,8.856423068166219
3220,2.9307431735287173
3221,5.494180965514964
3222,16.76912297384204
3223,-29.874117326291564
3224,-45.47272975938577
3225,-25.52024298902353
3226,8.529598556248407
3227,25.846585788675586
3228,5.773714886460848
3229,17.715527969948823
3230,27.576481391644734
3231,21.63283339173605
3232,15.346269970241135
3233,16.78562856839958
3234,-36.83910200203853
3235,-45.95363339853561
3236,15.91109501273354
3237,8.372760590462232
3238,-0.7955390053000286
3239,17.8313906372756
3240,8.05151568350194
3241,23.060744534351347
3242,-9.632049542837619
3243,16.50335142684351
3244,7.567049017349294
3245,-30.695714714126023
3246,-26.565056458737107
3247,-36.264797909716435
3248,-27.9961615693254
3249,53.819317023256865
3250,8.93258498117275
3251,21.41678540163608
3252,27.6698857807039
3253,-49.43697175176916
3254,7.943595481290056
3255,98.27958677027175
3256,81.56681908437128
3257,42.4509719836057
3258,-30.10760126448441
3259,-47.30102642813267
3260,-32.392678041704784
3261,-21.079405723682704
3262,-36.77254027843964
3263,-1.3752982920652848
3264,67.84481316871262
3265,39.29086203229421
3266,-38.54779715425403
3267,61.492933032032425
3268,11.5816051577569
3269,-15.970241602719284
3270,-59.546744009803
3271,11.261117632114367
3272,-54.07084425988474
3273,-17.676244406238695
3274,35.10163411386449
3275,37.90537611988173
3276,60.93533082103295
3277,32.68755899486008
3278,69.74711512047456
3279,-32.79457877707542
3280,-7.462652335347354
3281,44.78112187544731
3282,-10.067902887069206
3283,-47.61096975223929
3284,34.526192674835855
3285,42.574569291430024
3286,-21.054256911419
3287,-44.39274459061609
3288,-47.60005286836048
3289,-19.492071910675513
3290,57.75126625220388
3291,81.13969756079379
3292,-42.54621095185456
3293,65.71812902058375
3294,-10.955221712430184
3295,-8.532107673366864
3296,74.55712990478038
3297,12.405110230512076
3298,20.20007204493765
3299,50.877597846323546
3300,57.18791480465189
3301,-80.1635847154141
3302,-94.23323003793499
3303,51.26197634311201
3304,-9.721484497361118
3305,72.02533603287716
3306,72.07661857912916
3307,-32.43046183090526
3308,22.108476150316108
3309,-46.43842935079047
3310,-92.46878909470598
3311,-17.550519906441593
3312,129.87476412995176
3313,27.948631718957856
3314,-64.78744160106649
3315,-24.623166353060665
3316,13.381050363814616
3317,-81.11960912225612
3318,-86.28871479154652
3319,-55.02418743291273
3320,-75.05585924717838
3321,-0.042603038627486434
3322,-34.47452972452068
3323,24.805295905958253
3324,-53.06623981781122
3325,-108.57165079987108
3326,43.730590504795344
3327,12.716178780600831
3328,27.6303021601431
3329,1.0370697788382195
3330,-118.58094053499613
3331,112.94908644613048
3332,33.886143658571214
3333,34.10712433072937
3334,-27.811108735378625
3335,13.038958790253837
3336,-35.03798273429824
3337,-16.689104417635182
3338,9.973940327755482
3339,-140.69528173744425
3340,-60.091512759372385
3341,4.556569212573121
3342,35.80086790193516
3343,-9.120010716675367
3344,31.54588043475095
3345,3.5639529097860496
3346,-41.067697982729115
3347,-17.98891370263923
3348,-16.99041003269089
3349,-23.453881052509463
3350,-51.59216300860917
3351,-87.32171769958914
3352,-20.05578577030516
3353,2.3008401126099702
3354,28.950101992297164
3355,-54.322211247476645
3356,-214.0254351495665
3357,0.5877015909254091
3358,9.983879639261534
3359,63.30687084604465
3360,40.50775995622722
3361,-48.09045557701876
3362,11.485188899655524
3363,-55.18844624457348
3364,44.43012359756759
3365,-103.64974465937922
3366,-56.50402160108731
3367,-78.24511476388045
3368,-23.31996364940373
3369,-55.32128085945553
3370,-99.57064598298689
3371,-15.510904075744616
3372,13.265336259257825
3373,38.96410542223996
3374,-24.969958061807812
3375,10.858901685270144
3376,-13.412849061811393
3377,25.80960603128033
3378,13.776633036164103
3379,-186.83370069323058
3380,0.006144433940379557
3381,-20.616275618365904
3382,-77.08342661654282
3383,-18.248858144678263
3384,139.80972776772313
3385,26.30894454716161
3386,44.08426034906677
3387,25.969454243975918
3388,-81.5179559298974
3389,-10.990782292955181
3390,62.53865706827652
3391,31.370197170701633
3392,71.47072747058787
3393,22.719197986522488
3394,94.30822733711119
3395,-22.561846755979943
3396,-34.78207189077147
3397,-11.639061518680364
3398,38.19718877208844
3399,33.41801147796064
3400,-23.774394491555558
3401,-68.17301507110867
3402,-25.243116252833897
3403,36.30708330339424
3404,99.38346967446847
3405,61.459368880719865
3406,12.29524388973292
3407,-73.65885591988263
3408,-28.87078372192252
3409,-43.0946064225677
3410,39.997465240540336
3411,102.20997531105216
3412,22.03097259141872
3413,-22.15729933586955
3414,-12.289578912053095
3415,-47.560941864602526
3416,22.700193609227618
3417,41.01550150635321
3418,71.71133882316349
3419,10.308027882950906
3420,23.976396355952645
3421,-31.603797537324333
3422,63.74163100455044
3423,-31.283886493855995
3424,16.96566010553965
3425,-20.318303436272263
3426,-8.825899631577114
3427,32.928994680997754
3428,-115.56270613362683
3429,-33.38887690181102
3430,50.20382181295572
3431,9.829110409622077
3432,-58.05884585929484
3433,-28.601449557418086
3434,-4.654204653173212
3435,47.05214578745375
3436,-29.5746110516081
3437,-56.128906057958886
3438,2.9877014885250883
3439,-37.49280513062324
3440,-60.32727122443896
3441,125.09852313139889
3442,205.0104832609286
3443,-83.68097202783642
3444,-18.893222080714743
3445,140.0617165850153
3446,-5.428970090568772
3447,35.241333301539356
3448,23.256668730243604
3449,102.64888650673755
3450,-19.067660889882212
3451,20.539014867560596
3452,33.687179907274945
3453,-1.5872597966486968
3454,64.99239698415371
3455,60.08250207444746
3456,-92.30568891305911
3457,30.625601019604076
3458,162.00316760339663
3459,104.09497118993477
3460,46.90603711713658
3461,3.57931596596743
3462,104.24151617048125
3463,97.68829359562432
3464,8.272173069044845
3465,12.118507810039928
3466,-5.729946627808554
3467,-48.82915573882498
3468,-91.56045615719123
3469,88.63037742777271
3470,5.886902540935862
3471,63.41736460713378
3472,86.23649992411131
3473,58.956706737413214
3474,5.614700975335014
3475,-86.05614037478223
3476,38.43286732792808
3477,65.96627217564196
3478,28.08597117001512
3479,18.777007792034272
3480,-0.35226236609501527
3481,-24.665920051471574
3482,1.6981196380742887
3483,-7.354750059477745
3484,-76.12148990177893
3485,40.69428697524544
3486,119.34584165378979
3487,1.3555409128211497
3488,-33.05670854021332
3489,3.5774629749616755
3490,-48.747712981139955
3491,-63.880524632081936
3492,46.73511257334544
3493,-34.434749540487076
3494,-55.49629041550948
3495,-62.35638298848815
3496,0.5471950819714628
3497,82.88377614062665
3498,29.36301474406489
3499,-85.8231870648329
3500,-37.654938965068645
3501,-18.368298241159735
3502,-38.035345097095366
3503,-37.924046335391154
3504,32.737681065442345
3505,-63.02419851080866
3506,-51.66727572639565
3507,-66.1559874482711
3508,81.05309947988805
3509,-44.3626596666884
3510,-8.907575068656278
3511,4.1487365496051085
3512,-6.8316273060269115
3513,-14.616309379936233
3514,35.194916343396706
3515,4.0848992584353105
3516,-58.44210998870891
3517,-34.205636061866194
3518,-24.26272143173423
3519,21.479443832415786
3520,-84.09958521925304
3521,20.03633666947287
3522,74.14257400758572
3523,33.0998612892463
3524,19.957156257268846
3525,-45.72774444031995
3526,18.535931820611733
3527,-1.9544308227288276
3528,7.385656314669297
3529,34.75699881405094
3530,16.035285825988886
3531,-47.50305335671562
3532,-21.849776083850784
3533,37.35107833245598
3534,-10.793107425822338
3535,-23.731228918561733
3536,28.06535640419538
3537,1.4208115758892912
3538,-36.9462810531285
3539,-12.871076226694964
3540,19.011698203742434
3541,-18.82240112605723
3542,-79.68350078987169
3543,-25.670644427475676
3544,56.11409694734994
3545,27.242791530485174
3546,-30.789530481064347
3547,-18.592593884557914
3548,-31.80146313296467
3549,-21.440465086087688
3550,-26.204415846013838
3551,51.62621869174432
3552,-7.046205306727019
3553,1.4128120615603947
3554,3.6441706841030514
3555,6.012678042397955
3556,-2.2782756138220677
3557,-8.499437776914341
3558,-17.4807872067896
3559,-36.825707895785875
3560,-62.22326528521729
3561,-35.956754526763575
3562,-22.197152272009777
3563,-90.27370409877194
3564,-80.24769074620714
3565,-22.252634999985425
3566,-20.652858374116725
3567,-19.845493661288483
3568,-19.894992987297996
3569,-34.51357373928569
3570,-17.359125483194006
3571,11.394447563536655
3572,16.107656082371697
3573,-26.808139549550425
3574,0.44108128978125904
3575,-6.7469069598254805
3576,14.729455995446958
3577,-1.6092689975631753
3578,11.514147387115017
3579,-5.535866151074714
3580,7.213719884000085
3581,2.831588008741721
3582,-9.587110325378884
3583,-43.12612283656357
3584,-29.675326212059236
3585,-18.39695718258106
3586,10.712136289436508
3587,20.788986380988582
3588,30.336545726169568
3589,12.751947438129797
3590,10.75990415064771
3591,-16.413183915931597
3592,0.602365012242533
3593,-36.397922490184136
3594,-0.5796501418720421
3595,-0.8256292423784455
3596,13.294594545928833
3597,-3.4635620895190424
3598,4.574502049330826
3599,-5.062237313706371
3600,-11.114567168666063
3601,-4.682313170915014
3602,-7.438672295968406
3603,-2.56399571275832
3604,-26.710470722820894
3605,-76.28486849956414
3606,-77.06465866536016
3607,-17.81116247041784
3608,25.970885305355843
3609,-7.672920343448276
3610,15.022268561102033
3611,10.978494723777423
3612,20.212833156784132
3613,20.66718453502816
3614,7.88069030663916
3615,-3.8559012124216636
3616,21.190079665877946
3617,27.862269069420055
3618,34.18326850762762
3619,43.9207370328587
3620,14.511906614607337
3621,28.98408622982994
3622,38.96163175206176
3623,38.0519513357911
3624,35.524603239396086
3625,21.91343129486351
3626,28.227011591898545
3627,24.163741857483192
3628,-13.51536100360498
3629,4.10448410469408
3630,-13.479379711921004
3631,-5.632171806888591
3632,-0.6466790058416301
3633,1.0127244984374748
3634,-33.418483296146874
3635,2.2214620720258833
3636,56.80742926429559
3637,24.743913436962785
3638,15.95177650340672
3639,31.462618730640685
3640,49.93339972790351
3641,47.487223210819096
3642,38.13724184372933
3643,42.26652471163013
3644,30.365694455158636
3645,5.225228993429592
3646,3.291479705133744
3647,5.466911117697643
3648,26.01160120897859
3649,10.244729688777603
3650,39.231965351236674
3651,20.929306084655767
3652,20.36016496258767
3653,21.618082878719246
3654,7.955904029855475
3655,21.061450957497197
3656,34.136835554400406
3657,14.250396000404642
3658,1.7596602270968957
3659,9.168493639767973
3660,15.136243918791745
3661,-0.9536273658231369
3662,10.699472478320589
3663,23.263712286392977
3664,31.07610925347106
3665,-14.39890556251498
3666,-11.640410120171213
3667,2.2951069152928945
3668,14.227686717393539
3669,-18.87555763050664
3670,8.87995099616974
3671,33.47951596265645
3672,21.176578792017324
3673,12.931776935755838
3674,-0.37576189629370127
3675,-7.863360760480006
3676,-3.5468391867856717
3677,-20.207664649723966
3678,-33.10022817031671
3679,-12.299471526002197
3680,-12.300862006706472
3681,-25.277444287073028
3682,-11.03797012356137
3683,18.28725306144453
3684,-18.75798964038961
3685,1.0311300709004652
3686,5.067808447288308
3687,3.047336380174615
3688,6.918319598585196
3689,-28.83556371882848
3690,-28.12201255076873
3691,-26.480440843842224
3692,-29.098682484814
3693,-13.41036531080228
3694,8.642324153714762
3695,-2.738285541070452
3696,13.130964909678049
3697,20.687740233609297
3698,14.337723435673748
3699,-7.965264490586948
3700,-27.510331371016452
3701,-36.2140878148454
3702,-13.118721610113372
3703,-1.6991660110924593
3704,-10.048622109667354
3705,-10.621038585840536
3706,-1.437375801504447
3707,-1.84483397328818
3708,0.4702763107128132
3709,-13.352427600591753
3710,-11.643111204113474
3711,-10.429390033743328
3712,18.897341897639432
3713,46.731417610255214
3714,19.003649441041052
3715,5.682434487047946
3716,-11.895527394397593
3717,-4.514193542052883
3718,-6.213301063462625
3719,51.55613475580691
3720,34.429200525339766
3721,8.275212713513206
3722,5.051426022060145
3723,-2.3294132892148234
3724,-16.600082217695764
3725,-20.964003999370085
3726,2.4686342077514603
3727,-36.250644667846366
3728,-5.092895989053117
3729,4.775125288522142
3730,-8.807343846342414
3731,-11.280033584436394
3732,-9.156597468148462
3733,3.384065494517923
3734,6.165162408825516
3735,-3.5031976099136175
3736,-4.962957869720313
3737,3.3693547806576607
3738,-4.345675519646626
3739,-3.5260226152983636
3740,6.444233216425467
3741,-2.6906326205618285
3742,-12.631743779994837
3743,-24.11666462269731
3744,5.343952373955991
3745,17.975347913695902
3746,13.820163839105561
3747,-18.535642131265504
3748,-31.861285345791067
3749,-6.401168207610875
3750,26.137900419435965
3751,8.50824085497577
3752,4.267063476552515
3753,6.701418040737545
3754,26.77615011469303
3755,32.447506315857765
3756,26.1751474500518
3757,-5.843071317414659
3758,1.3350019599675003
3759,15.77889075424183
3760,-2.6860342156220103
3761,-0.31272957140670865
3762,21.83651209731511
3763,-4.902355845076238
3764,-9.28495041057855
3765,-7.9973309224469205
3766,-39.137004809190536
3767,-36.976629209467674
3768,-18.505780374306397
3769,-17.55834084421847
3770,-18.201810182993366
3771,16.481790391691256
3772,12.784564434868006
3773,-11.361207198413158
3774,5.6344371013026695
3775,-5.312955943684459
3776,-23.95640470086224
3777,8.740576556885593
3778,15.198541304672094
3779,-21.217963975559254
3780,-3.525294397127782
3781,0.4269366489563073
3782,-15.14647770681983
3783,-13.852081458943722
3784,-20.830140691885838
3785,-22.72805393106925
3786,-0.32702034125509005
3787,16.877548240021188
3788,-6.182865684409972
3789,-39.19979122535592
3790,-49.85896455353046
3791,-40.44724369755032
3792,-29.51191182237166
3793,-1.2300197807376119
3794,-17.68653559744625
3795,-10.023038127925474
3796,-7.91848964972305
3797,-5.250127544571331
3798,5.6262528205145035
3799,-0.12541154153100997
3800,13.169091444352011
3801,-25.186751162269687
3802,-43.22904650154295
3803,-49.19262374374592
3804,-42.52999722772641
3805,-16.86684465751007
3806,1.1187711352000727
3807,-29.33292409605398
3808,-51.301683090403266
3809,-4.736808648105338
3810,-9.595876026362454
3811,-25.28901056637946
3812,-40.32466443786198
3813,-38.00594068728747
3814,-6.474544873663309
3815,-1.085436663746842
3816,-15.163743672428563
3817,-9.021103241206394
3818,-1.7426961661102283
3819,12.781887717866102
3820,11.334302401287736
3821,-1.0668136335571674
3822,18.584946142282433
3823,7.6119859889801385
3824,-3.443947435442576
3825,-9.193902898446137
3826,-6.582591550257201
3827,20.03354102676385
3828,43.737523947067956
3829,25.06540005299522
3830,-7.024880634259905
3831,-20.299321697900222
3832,23.124793111250963
3833,9.05843360355705
3834,-10.936198757387007
3835,24.99517522049686
3836,19.23914691235043
3837,14.485231036565622
3838,20.41850335756661
3839,25.475864598456212
3840,8.109567289357994
3841,-1.1563996634581155
3842,-1.7412408243168365
3843,-7.0982524697992435
3844,-14.361111796492821
3845,-4.85575862691868
3846,-18.577741611478206
3847,-46.57634926092684
3848,-37.52542089348043
3849,-24.070045215783672
3850,-31.15007650550416
3851,-4.2168483154046275
3852,-4.8532597122979855
3853,-27.672064947699575
3854,-36.590513013844316
3855,-23.635235863273078
3856,-5.549595022969222
3857,-12.233623496891498
3858,-16.69086065199153
3859,-21.678403465042525
3860,-37.948832084301316
3861,-22.24547295870609
3862,-15.857135680699484
3863,-8.327144177585666
3864,1.985612531445053
3865,23.233985197388655
3866,16.819631278969844
3867,16.15667425007431
3868,-22.11331700710219
3869,-27.055433332010665
3870,-2.3443295866284046
3871,11.004869912030589
3872,17.799335485954472
3873,8.375638320026823
3874,-0.0602906619662118
3875,14.582704142146689
3876,23.55569176879259
